CBSA	WI21	CBSA Name
21340	0.7996	"El Paso, TX"
21420	0.8580	"Enid, OK"
21500	0.7734	"Erie, PA"
21660	1.1666	"Eugene, OR"
21780	0.9256	"Evansville, IN-KY"
21820	1.0384	"Fairbanks, AK"
22020	0.8027	"Fargo, ND-MN"
22140	0.9110	"Farmington, NM"
22180	0.7822	"Fayetteville, NC"
22220	0.8405	"Fayetteville-Springdale-Rogers, AR-MO"
22380	1.0444	"Flagstaff, AZ"
22420	1.0656	"Flint, MI"
22500	0.7952	"Florence, SC"
22520	0.6413	"Florence-Muscle Shoals, AL"
22540	0.8935	"Fond du Lac, WI"
22660	0.9775	"Fort Collins, CO"
22744	0.9474	"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL"
22900	0.8275	"Fort Smith, AR-OK"
23060	0.9172	"Fort Wayne, IN"
23104	0.9697	"Fort Worth-Arlington, TX"
23224	0.9834	"Frederick-Gaithersburg-Rockville, MD"
23420	0.9474	"Fresno, CA"
23460	0.6782	"Gadsden, AL"
23540	0.9021	"Gainesville, FL"
23580	0.9183	"Gainesville, GA"
23844	0.9158	"Gary, IN"
23900	1.0588	"Gettysburg, PA"
24020	0.7740	"Glens Falls, NY"
24140	0.9059	"Goldsboro, NC"
24220	0.8416	"Grand Forks, ND-MN"
24260	0.9585	"Grand Island, NE"
24300	0.9481	"Grand Junction, CO"
24340	0.9198	"Grand Rapids-Kentwood, MI"
24420	1.0168	"Grants Pass, OR"
24500	0.8173	"Great Falls, MT"
24540	0.8931	"Greeley, CO"
24580	0.9282	"Green Bay, WI"
24660	0.9121	"Greensboro-High Point, NC"
24780	0.9183	"Greenville, NC"
24860	0.8986	"Greenville-Anderson-Mauldin, SC"
25020	0.4049	"Guayama, PR"
25060	0.7541	"Gulfport-Biloxi, MS"
25180	0.8452	"Hagerstown-Martinsburg, MD-WV"
25220	0.8326	"Hammond, LA"
25260	1.0837	"Hanford-Corcoran, CA"
25420	0.9229	"Harrisburg-Carlisle, PA"
25500	0.9421	"Harrisonburg, VA"
25540	1.0716	"Hartford-West Hartford-East Hartford, CT"
25620	0.7438	"Hattiesburg, MS"
25860	0.8666	"Hickory-Lenoir-Morganton, NC"
25940	0.8047	"Hilton Head Island-Bluffton-Beaufort, SC"
25980	0.7759	"Hinesville, GA"
26140	0.8597	"Homosassa Springs, FL"
26300	0.8197	"Hot Springs, AR"
26380	0.6941	"Houma-Thibodaux, LA"
26420	1.0049	"Houston-The Woodlands-Sugar Land, TX"
26580	0.8505	"Huntington-Ashland, WV-KY-OH"
26620	0.8175	"Huntsville, AL"
26820	0.8639	"Idaho Falls, ID"
26900	0.9954	"Indianapolis-Carmel-Anderson, IN"
26980	0.9819	"Iowa City, IA"
27060	0.9547	"Ithaca, NY"
27100	0.8630	"Jackson, MI"
27140	0.8277	"Jackson, MS"
27180	0.7524	"Jackson, TN"
27260	0.8657	"Jacksonville, FL"
27340	0.7822	"Jacksonville, NC"
27500	0.9013	"Janesville-Beloit, WI"
27620	0.8270	"Jefferson City, MO"
27740	0.7201	"Johnson City, TN"
27780	0.8096	"Johnstown, PA"
27860	0.7977	"Jonesboro, AR"
27900	0.7687	"Joplin, MO"
27980	1.2196	"Kahului-Wailuku-Lahaina, HI"
28020	0.9415	"Kalamazoo-Portage, MI"
28100	0.9068	"Kankakee, IL"
28140	0.9125	"Kansas City, MO-KS"
28420	0.9819	"Kennewick-Richland, WA"
28660	0.9220	"Killeen-Temple, TX"
28700	0.6996	"Kingsport-Bristol-Bristol, TN-VA"
28740	0.9306	"Kingston, NY"
28940	0.7179	"Knoxville, TN"
29020	0.9523	"Kokomo, IN"
29100	0.9024	"La Crosse-Onalaska, WI-MN"
29180	0.7670	"Lafayette, LA"
29200	0.9830	"Lafayette-West Lafayette, IN"
29340	0.7617	"Lake Charles, LA"
29404	1.0192	"Lake County-Kenosha County, IL-WI"
29420	0.9103	"Lake Havasu City-Kingman, AZ"
29460	0.7957	"Lakeland-Winter Haven, FL"
29540	0.9134	"Lancaster, PA"
29620	0.9470	"Lansing-East Lansing, MI"
29700	0.7833	"Laredo, TX"
29740	0.9028	"Las Cruces, NM"
29820	1.1825	"Las Vegas-Henderson-Paradise, NV"
29940	0.8628	"Lawrence, KS"
30020	0.6435	"Lawton, OK"
30140	0.9797	"Lebanon, PA"
30300	0.8008	"Lewiston, ID-WA"
30340	0.8725	"Lewiston-Auburn, ME"
30460	0.8849	"Lexington-Fayette, KY"
30620	0.8635	"Lima, OH"
30700	0.9744	"Lincoln, NE"
30780	0.8288	"Little Rock-North Little Rock-Conway, AR"
30860	0.9026	"Logan, UT-ID"
30980	0.8292	"Longview, TX"
31020	1.0510	"Longview, WA"
31084	1.3121	"Los Angeles-Long Beach-Glendale, CA"
31140	0.8697	"Louisville/Jefferson County, KY-IN"
31180	0.8575	"Lubbock, TX"
31340	0.8597	"Lynchburg, VA"
31420	0.9136	"Macon-Bibb County, GA"
31460	0.7301	"Madera, CA"
31540	1.0274	"Madison, WI"
31700	0.9271	"Manchester-Nashua, NH"
31740	0.8175	"Manhattan, KS"
31860	1.0287	"Mankato-North Mankato, MN"
31900	0.8562	"Mansfield, OH"
32420	0.3495	"Mayaguez, PR"
32580	0.8080	"McAllen-Edinburg-Mission, TX"
32780	1.0828	"Medford, OR"
32820	0.8670	"Memphis, TN-MS-AR"
32900	1.3466	"Merced, CA"
33124	0.9390	"Miami-Miami Beach-Kendall, FL"
33140	0.9284	"Michigan City-La Porte, IN"
33220	0.9203	"Midland, MI"
33260	0.8975	"Midland, TX"
33340	0.9772	"Milwaukee-Waukesha-West Allis, WI"
33460	1.1091	"Minneapolis-St. Paul-Bloomington, MN-WI"
33540	0.9320	"Missoula, MT"
33660	0.7418	"Mobile, AL"
33700	1.3395	"Modesto, CA"
33740	0.7683	"Monroe, LA"
33780	0.9560	"Monroe, MI"
33860	0.7632	"Montgomery, AL"
33874	0.9914	"Montgomery County-Bucks County-Chester County, PA"
34060	0.8107	"Morgantown, WV"
34100	0.6901	"Morristown, TN"
34580	1.0011	"Mount Vernon-Anacortes, WA"
34620	0.9927	"Muncie, IN"
34740	0.8794	"Muskegon, MI"
34820	0.8535	"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
34900	1.5841	"Napa, CA"
34940	0.8482	"Naples-Immokalee-Marco Island, FL"
34980	0.8834	"Nashville-Davidson--Murfreesboro--Franklin, TN"
35004	1.3088	"Nassau County-Suffolk County, NY"
35084	1.1142	"Newark, NJ-PA"
35100	0.8098	"New Bern, NC"
35154	1.0623	"New Brunswick-Lakewood, NJ"
35300	1.1617	"New Haven-Milford, CT"
35380	0.8357	"New Orleans-Metairie, LA"
35614	1.3384	"New York-Jersey City-White Plains, NY-NJ"
35660	0.8315	"Niles-Benton Harbor, MI"
35840	0.9245	"North Port-Sarasota-Bradenton, FL"
35980	1.0992	"Norwich-New London, CT"
36084	1.7935	"Oakland-Hayward-Berkeley, CA"
36100	0.8524	"Ocala, FL"
36140	1.0588	"Ocean City, NJ"
36220	0.8752	"Odessa, TX"
36260	0.8962	"Ogden-Clearfield, UT"
36420	0.8944	"Oklahoma City, OK"
36500	1.1363	"Olympia-Tumwater, WA"
36540	0.9505	"Omaha-Council Bluffs, NE-IA"
36740	0.8752	"Orlando-Kissimmee-Sanford, FL"
36780	0.9185	"Oshkosh-Neenah, WI"
36980	0.8535	"Owensboro, KY"
37100	1.3349	"Oxnard-Thousand Oaks-Ventura, CA"
37340	0.8807	"Palm Bay-Melbourne-Titusville, FL"
37460	0.8295	"Panama City, FL"
37620	0.7771	"Parkersburg-Vienna, WV"
37860	0.8202	"Pensacola-Ferry Pass-Brent, FL"
37900	0.8644	"Peoria, IL"
37964	1.0928	"Philadelphia, PA"
38060	0.9739	"Phoenix-Mesa-Scottsdale, AZ"
38220	0.7685	"Pine Bluff, AR"
38300	0.8496	"Pittsburgh, PA"
38340	1.0486	"Pittsfield, MA"
38540	0.9459	"Pocatello, ID"
38660	0.3888	"Ponce, PR"
38860	1.0391	"Portland-South Portland, ME"
38900	1.2202	"Portland-Vancouver-Hillsboro, OR-WA"
38940	0.8979	"Port St. Lucie, FL"
39100	1.2046	"Poughkeepsie-Newburgh-Middletown, NY"
39150	0.9993	"Prescott Valley-Prescott, AZ"
39300	1.0190	"Providence-Warwick, RI-MA"
39340	0.9340	"Provo-Orem, UT"
39380	0.8131	"Pueblo, CO"
39460	0.8648	"Punta Gorda, FL"
39540	0.9563	"Racine, WI"
39580	0.9426	"Raleigh, NC"
39660	0.8332	"Rapid City, SD"
39740	1.0066	"Reading, PA"
39820	1.4011	"Redding, CA"
39900	0.9335	"Reno, NV"
40060	0.9390	"Richmond, VA"
40140	1.2048	"Riverside-San Bernardino-Ontario, CA"
40220	0.8761	"Roanoke, VA"
40340	1.0530	"Rochester, MN"
40380	0.8922	"Rochester, NY"
40420	0.9693	"Rockford, IL"
40484	1.0287	"Rockingham County-Strafford County, NH"
40580	0.8264	"Rocky Mount, NC"
40660	0.8812	"Rome, GA"
40900	1.6923	"Sacramento--Roseville--Arden-Arcade, CA"
40980	0.8787	"Saginaw, MI"
41060	0.9779	"St. Cloud, MN"
41100	0.9351	"St. George, UT"
41140	0.9472	"St. Joseph, MO-KS"
41180	0.9317	"St. Louis, MO-IL"
41420	1.1023	"Salem, OR"
41500	1.7928	"Salinas, CA"
41540	0.9247	"Salisbury, MD-DE"
41620	0.9728	"Salt Lake City, UT"
41660	0.7778	"San Angelo, TX"
41700	0.8496	"San Antonio-New Braunfels, TX"
41740	1.2737	"San Diego-Carlsbad, CA"
41884	1.8661	"San Francisco-Redwood City-South San Francisco, CA"
41900	0.4385	"San German, PR"
41940	1.8573	"San Jose-Sunnyvale-Santa Clara, CA"
41980	0.4047	"San Juan-Carolina-Caguas, PR"
42020	1.3689	"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
42034	1.8259	"San Rafael, CA"
42100	1.8807	"Santa Cruz-Watsonville, CA"
42140	1.0532	"Santa Fe, NM"
42200	1.4354	"Santa Maria-Santa Barbara, CA"
42220	1.7091	"Santa Rosa, CA"
42340	0.7921	"Savannah, GA"
42540	0.8531	"Scranton--Wilkes-Barre--Hazleton, PA"
42644	1.1767	"Seattle-Bellevue-Everett, WA"
42680	0.7954	"Sebastian-Vero Beach, FL"
42700	0.7857	"Sebring, FL"
43100	0.9459	"Sheboygan, WI"
43300	0.8032	"Sherman-Denison, TX"
43340	0.8217	"Shreveport-Bossier City, LA"
43420	0.7888	"Sierra Vista-Douglas, AZ"
43580	0.8440	"Sioux City, IA-NE-SD"
43620	0.8078	"Sioux Falls, SD"
43780	0.9675	"South Bend-Mishawaka, IN-MI"
43900	0.8622	"Spartanburg, SC"
44060	1.1045	"Spokane-Spokane Valley, WA"
44100	0.9256	"Springfield, IL"
44140	0.9927	"Springfield, MA"
44180	0.7806	"Springfield, MO"
44220	0.9147	"Springfield, OH"
44300	1.0711	"State College, PA"
44420	0.9412	"Staunton-Waynesboro, VA"
44700	1.5313	"Stockton-Lodi, CA"
44940	0.7283	"Sumter, SC"
45060	0.9859	"Syracuse, NY"
45104	1.1403	"Tacoma-Lakewood, WA"
45220	0.8189	"Tallahassee, FL"
45300	0.8913	"Tampa-St. Petersburg-Clearwater, FL"
45460	0.8949	"Terre Haute, IN"
45500	0.8558	"Texarkana, TX-AR"
45540	0.7888	"The Villages, FL"
45780	0.9013	"Toledo, OH"
45820	0.8672	"Topeka, KS"
45940	1.0358	"Trenton, NJ"
46060	0.8644	"Tucson, AZ"
46140	0.8365	"Tulsa, OK"
46220	0.7274	"Tuscaloosa, AL"
46300	0.8668	"Twin Falls, ID"
46340	0.8498	"Tyler, TX"
46520	1.2485	"Urban Honolulu, HI"
46540	0.9026	"Utica-Rome, NY"
46660	0.7248	"Valdosta, GA"
46700	1.7961	"Vallejo-Fairfield, CA"
47020	0.8891	"Victoria, TX"
47220	1.1087	"Vineland-Bridgeton, NJ"
47260	0.8796	"Virginia Beach-Norfolk-Newport News, VA-NC"
47300	0.9278	"Visalia-Porterville, CA"
47380	0.9218	"Waco, TX"
47460	1.0795	"Walla Walla, WA"
47580	0.7422	"Warner Robins, GA"
47664	0.9368	"Warren-Troy-Farmington Hills, MI"
47894	1.0152	"Washington-Arlington-Alexandria, DC-VA-MD-WV"
47940	0.7890	"Waterloo-Cedar Falls, IA"
48060	0.8876	"Watertown-Fort Drum, NY"
48140	0.8807	"Wausau-Weston, WI"
48260	0.7981	"Weirton-Steubenville, WV-OH"
48300	0.9594	"Wenatchee, WA"
48424	0.9081	"West Palm Beach-Boca Raton-Delray Beach, FL"
48540	0.6598	"Wheeling, WV-OH"
48620	0.8500	"Wichita, KS"
48660	0.9287	"Wichita Falls, TX"
48700	0.9030	"Williamsport, PA"
48864	1.0928	"Wilmington, DE-MD-NJ"
48900	0.8891	"Wilmington, NC"
49020	0.8971	"Winchester, VA-WV"
49180	0.9249	"Winston-Salem, NC"
49340	1.1233	"Worcester, MA-CT"
49420	0.8962	"Yakima, WA"
49500	0.3530	"Yauco, PR"
49620	0.9439	"York-Hanover, PA"
49660	0.7888	"Youngstown-Warren-Boardman, OH-PA"
49700	1.3517	"Yuba City, CA"
49740	1.0018	"Yuma, AZ"
